Month ,Region,Category,Sales Target,target margin %
 2024-01, East,electronics, 148570.41,8.1%
2024-01 ,  East  ,Home,54615.27,0.299
  2024-01  ,East, Fashion,158497.7,0.248
2024-01,EAST,Sports,64100.91 ,15.0%
2024-01,east ,Beauty,$170689.90,0.32
    2024-01,East,Grocery,53371.96 ,24.3%
2024-01,East,	Office,$30552.05, 0.3 
 2024-01   ,EAST,	Pet   ,207163.9,31.0%
2024-01,  West,  Electronics, 124738.15,0.165
  2024-01, West,Home, ,0.332
2024-01   ,  West,FASHION  ,113291.9,0.267
 2024-01  ,  West,sports,165293.12,13%
2024-01,WEST, Beauty,238642.52 ,23%
2024-01,WEST   ,Grocery  ,103253.48,30.6%
2024-01,West ,OFFICE,232891.87, 0.297 
2024-01,West,  pet,57889.25,0.301
  2024-01,  CeNtRaL,Electronics,154933.01, 0.086 
    2024-01,Central,Home ,162760.36 ,0.217
2024-01,CENTRAL   ,Fashion,169370.78,0.33
2024-01, Central,Sports,171942.82, 0.191 
    2024-01,Central,BEAUTY, 118958.33,0.164
2024-01,CeNtRaL,	Grocery,189576.47,0.321
2024-01,central,  Office ,74996.12,-
  2024-01   ,Central,PET,205352.39,0.256
2024-01 ,INTERNATIONAL,Electronics,$72174.93,0.24
  2024-01,International ,Home,"79,508.81",0.294
  2024-01,international,Fashion,"77,412.91",0.318
 2024-01,International,Sports,"33,978.91",0.164
2024-01  , International, beauty,68473.52,15%
2024-01   ,	international   ,GrOcErY,206908.15,0.321
2024-01  ,InTeRnAtIoNaL,OFFICE,78430.91,0.12
None, International,Pet ,43152.04,zero
2024-02,north,electronics,34599.25,0.254
2024-02,  north,home,201081.18,29.5%
	2024-02,NORTH,Fashion,79657.24,0.133
 2024-02 ,NoRtH   ,sports   ,96247.52,0.216
2024-02 , North,beauty ,108059.47 ,0.259
  2024-02,  NORTH,Grocery,96862.8, 0.086 
2024-02   ,    north,Office   ,129009.76 , 0.143 
2024-02,North,Pet,231481.52,0.097
2024-02, South,electronics,190610.49,22.6%
2024-02  ,  south, Home  ,45182.63,0.249
2024-02,SOUTH,Fashion ,79873.90, 0.159 
2024-02,South ,  Sports,182572.31,--
2024-02, South   ,Beauty,NA, 0.244 
2024-02,  South,grocery, 171991.46,0.192
2024-02,South,  office   ,62441.71,18.7%
2024-02,South,Pet,120130.96,0.159
2024-02,EaSt,Electronics ,53821.44,0.227
2024-02,  East,Home ,166033.95, 0.114 
  2024-02,East , Fashion,$71148.32,zero
  2024-02,East,  sports,"119,160.79",24.7%
  2024-02  ,East,Beauty ,201942.34,0.199
2024-02  , EaSt,Grocery,"74,417.56",0.264
2024-02,East   ,Office ,228871.24,0.14
2024-02,East,PET,68581.85,0.263
 2024-02,west,electronics,"172,900.84",missing
2024-02,West,Home,104305.46,?
	2024-02 ,West ,	 Fashion,"149,620.12",14.8%
  2024-02   , West   ,  Sports,170648.54 ,17.3%
 2024-02,West   ,BEAUTY,"101,564.97",29.0%
  2024-02 ,West,Grocery,206543.97,0.296
  2024-02,west  ,	Office,$180145.98,0.214
2024-02,west,pet  ,248546.32,0.205
2024-02,  ,Electronics,n/a,0.268
  2024-02,Central,HOME  ,USD 110438.84,0.16
  2024-02,central,Fashion,USD 240466.64,0.106
NA,Central  ,SpOrTs, 123586.83,0.132
2024-02, CENTRAL   ,Beauty,239267.0,19.5%
2024-02,Central, Grocery,197046.95,0.279
2024-02,Central,Office,118589.94,10.0%
  2024-02  ,CeNtRaL,Pet,125809.79,0.302
2024-02 ,  International ,Electronics      ,zero,0.116
2024-02 ,International   , home,USD 101901.30,0.127
2024-02,International,Fashion,236173.41,0.238
2024-02   ,international,SPORTS  ,168464.28,0.113
2024-02,    international, beauty,57227.5, 0.118 
 2024-02,International,Grocery,234030.0,0.101
2024-02,International   ,  Office,224867.64,0.162
2024-02,International,Pet,226068.3,0.336
  2024-03, North, Electronics,USD 122790.97, 0.283 
2024-03,North,HOME,108505.64,0.202
  2024-03  ,  NORTH  , Fashion,246885.85,16.6%
  2024-03,north  ,Sports,220685.0,0.133
	2024-03,North,Beauty,USD 96477.27,0.098
2024-03,north,  Grocery, 62360.02,0.084
2024-03,,Office,"228,349.90",0.272
2024-03,North,Pet  ,125255.09,0.256
2024-03,  SOUTH,Electronics ,38817.01,26.8%
2024-03  ,  south,home,228787.53,0.268
2024-03  ,South ,fashion ,204808.19, 0.158 
2024-03   ,South,sports,236723.25,0.326
 2024-03,South      ,Beauty,missing,24%
2024-03,South,Grocery,42249.43 ,23.6%
2024-03,South   ,Office  ,222832.48,0.235
 2024-03,South,Pet  ,"108,695.59",N/A
2024-03,East,ELECTRONICS,98306.62,20.0%
2024-03   ,east, Home,"204,736.84",0.273
2024-03 ,East,Fashion,161458.94,0.283
2024-03 , East,  Sports ,152279.07,18.5%
2024-03,EaSt,Beauty,78059.05 ,0.301
2024-03,EAST,NULL, 99325.13,0.261
2024-03  ,East,  OFFICE   ,133720.51,0.319
2024-03, East, PET ,71248.01,0.123
2024-03,West,Electronics ,"203,316.54",0.345
	 2024-03 ,	West,Home,210777.23 ,0.198
 2024-03,west,Fashion,121355.59, 0.225 
2024-03,West,Sports,$166254.31,0.153
 2024-03   ,West,    Beauty,232656.6,23%
 ,  West,grocery      , 127810.61,0.117
NULL,  WEST,Office,122596.62,0.172
 2024-03,West,Pet,"32,711.33",0.101
2024-03, Central,electronics ,"198,508.71",0.297
	2024-03,Central  ,    home,101544.7,0.176
  2024-03,  CeNtRaL,Fashion,162707.68,0.334
2024-03,Central  ,Sports,"148,407.92",20.2%
  2024-03,CENTRAL, beauty,48861.55, 0.286 
2024-03,Central,Grocery  , 179538.33,0.236
2024-03, Central,OFFICE,105606.47,0.235
2024-03  ,central,  PET,162335.59 ,0.3
  2024-03,International,Electronics,--,0.127
 2024-03,International ,HOME,194835.30 ,0.313
  2024-03,International,Fashion,"68,179.66",0.133
2024-03,  INTERNATIONAL,Sports,127444.29,24.1%
2024-03, INTERNATIONAL,Beauty ,178097.07,30.5%
  2024-03,  International  , Grocery,120845.74,0.232
	  2024-03,International,Office,134369.6,unknown
2024-03, international, Pet,"239,894.41",0.209
2024-04,  NoRtH ,Electronics,$189926.17,0.11
2024-04,	north,Home,$207834.22,22%
2024-04,  North,FASHION  ,166243.97, 0.307 
2024-04,  North,Sports,176527.87,0.248
2024-04, North,Beauty  , 130684.40,0.258
 2024-04, North,Grocery,109952.22 ,0.117
2024-04,NORTH ,OFFICE,"197,529.52", 0.126 
2024-04   , North,Pet   ,"149,726.97",0.178
2024-04,  South, ELECTRONICS,216617.44,18%
  2024-04  ,South, home,74682.43,30%
2024-04  ,SOUTH,FASHION,"96,682.74",0.286
  2024-04   ,SoUtH,Sports,126724.31,27%
2024-04,SOUTH ,Beauty,56117.73,0.258
2024-04 ,South      ,  Grocery,99303.54,31.0%
2024-04,  South,	 Office, 53911.46,0.301
2024-04,  South,Pet,249578.28,0.305
2024-04,EAST,  Electronics,-,0.179
2024-04,East   , Home,222356.6,NULL
2024-04  ,east      ,fashion,210065.77,33%
2024-04,	  east,Sports,57818.7,0.213
N/A, East,Beauty,239097.81,21%
2024-04,  East,  grocery,USD 179451.91,NULL
2024-04, East,Office   ,"197,510.33",0.096
  2024-04,East,PET   ,51372.95,0.222
  2024-04,WEST,Electronics,USD 176966.28,0.13
2024-04,  West,Home,"197,754.03",0.091
2024-04,WEST,FASHION,236743.07 ,0.116
2024-04,West,Sports, 239051.59,0.289
 2024-04   ,WEST,  beauty,69067.48,15.7%
  2024-04,West ,Grocery,190490.06,0.221
2024-04   ,West,Office,USD 155698.24,0.104
2024-04,WeSt, PET,None,0.335
2024-04 ,Central,electronics,$232409.48,0.319
2024-04,Central,Home ,n/a,0.097
  2024-04  ,Central      ,FaShIoN,USD 72501.23,18.3%
2024-04,CENTRAL,SPORTS ,171347.88, 0.275 
2024-04,Central, BEAUTY,108967.13,0.225
2024-04, Central ,Grocery,96710.13,0.236
2024-04,  CeNtRaL,Office,112284.56,0.095
2024-04,Central,pet,211319.46 ,34%
 2024-04  ,International,ELECTRONICS   ,216185.27,0.31
  2024-04,INTERNATIONAL,Home,189982.38 , 0.169 
 2024-04,  International  ,	  fashion,35572.26, 0.201 
null,INTERNATIONAL  ,	Sports,229215.45,27.3%
 2024-04,INTERNATIONAL,  Beauty,84819.27, 0.348 
  2024-04,INTERNATIONAL,  GROCERY,140783.29,29%
 2024-04  ,International,Office,235444.83,0.145
2024-04,International, PET,216789.21, 0.191 
 2024-05,North,  Electronics,"122,047.28",0.101
2024-05,  North   ,Home   ,-,0.307
2024-05,North,	fashion   ,$215521.14,27.8%
  2024-05,NoRtH  ,SPORTS ,215379.30,30.0%
2024-05,North  ,  Beauty,"188,271.47",0.105
2024-05,North,grocery  ,222644.43,0.253
2024-05,North,OFFICE,38930.88,0.206
2024-05  , NORTH,PET,218762.06,11.5%
2024-05,  South,Electronics,147384.23 ,0.161
2024-05,South,HOME,$248918.18,0.215
2024-05,South,Fashion  ,"227,868.83",22%
2024-05 ,South,Sports,113846.55 ,0.128
2024-05  ,South,Beauty,USD 221007.03,0.082
 2024-05,South,Grocery  ,$241191.69,0.086
2024-05,South, office  , 205860.17,n/a
 2024-05, South, pet  ,242505.70,0.258
2024-05,East,Electronics,181447.43,0.216
2024-05  ,East,HOME,225136.11,27.9%
2024-05,EAST,  Fashion,128502.65,18.6%
2024-05 ,East,Sports ,229995.64,0.086
  2024-05,East   , beauty,225523.78, 0.094 
 2024-05,  EAST   ,grocery   ,193872.76,0.203
2024-05,EAST,Office,56042.43,16.2%
2024-05,east,Pet   ,248813.25,NULL
2024-05 , West  ,electronics, 117360.27,27.8%
2024-05,West, Home,203034.61,24%
2024-05,West  ,Fashion,241478.91,0.331
NA,West,SPORTS,73602.27,0.138
2024-05,West,beauty,"170,695.65",0.302
2024-05,WEST,  Grocery,$130244.52,0.28
2024-05, west,missing,"240,774.73",0.313
  2024-05, West, Pet,USD 163762.23,0.311
2024-05,Central,Electronics ,158995.01,0.095
2024-05   ,  CeNtRaL,?,140986.41,18%
2024-05      ,Central, Fashion,246917.61,25%
  2024-05  , Central,Sports   ,238955.54,26.6%
2024-05,Central,BEAUTY   ,46760.07, 0.086 
 2024-05,Central,Grocery,155409.12,0.183
2024-05,Central,OfFiCe  ,77607.23,0.127
2024-05,  central   ,Pet,42032.49,23.1%
2024-05,International,  Electronics  ,$40817.75,0.26
2024-05,International,Home,51630.71,0.088
2024-05   ,International,  FASHION,182081.73, 0.114 
2024-05,  INTERNATIONAL,Sports ,177812.1, 0.346 
 2024-05,International   ,BEAUTY,241705.04,0.295
2024-05, INTERNATIONAL, GROCERY  ,80017.51,0.189
2024-05,International,Office,$234883.33,0.34
 2024-05   ,International   ,PET,211230.08,0.263
2024-06, North,    Electronics,"82,808.07",0.201
  2024-06,north,Home    ,37736.33,0.101
 2024-06,north,Fashion,89540.05 ,0.184
 2024-06,NORTH,  sports,188676.62,0.204
	2024-06 ,north,  beauty ,195298.32, 0.274 
2024-06,NORTH ,GROCERY,134629.43,0.325
2024-06, North,Office,42395.85,0.256
	2024-06,north,Pet,144242.89,0.109
2024-06,South,Electronics,48184.78,ten
2024-06,South,  Home ,114420.21,26%
2024-06,SoUtH,fashion  ,243097.47, 0.273 
2024-06   ,South ,Sports, 135618.59,0.154
2024-06,  South,Beauty,120261.75, 0.103 
2024-06  ,SOUTH,Grocery   ,121851.55, 0.253 
  2024-06,South,office, 140429.23,0.238
2024-06   ,South,Pet ,241797.28,19%
  2024-06,east   ,Electronics,$56678.31,31.8%
2024-06,east,Home  ,NA,22.6%
 2024-06,EAST   ,Fashion ,102005.23, 0.258 
    2024-06      ,East,Sports,"69,146.03",23%
2024-06,east,Beauty,n/a,0.262
2024-06,East   ,Grocery,USD 105321.51,0.327
 2024-06  ,east,  Office,143657.92 ,0.346
2024-06, EaSt,pet,173978.26 ,28%
2024-06 ,West,ELECTRONICS,$141578.50,29%
2024-06   ,West,Home,$215070.64,0.326
2024-06 ,West ,  fashion ,137253.43, 0.318 
  2024-06,n/a, Sports ,189264.72,0.097
 2024-06,West,beauty,46794.55,0.26
2024-06,West,Grocery,203280.44,0.312
 2024-06  , West,	  office,142743.06,17%
2024-06,West,Pet   ,210804.96,29.4%
2024-06   , Central,Electronics,174555.03,0.097
2024-06 ,  CENTRAL,HoMe,205777.23,30%
2024-06, Central,Fashion,$107571.62,0.245
  2024-06  , Central,Sports,198273.43,0.208
2024-06  ,central,Beauty,244412.54 ,0.329
 2024-06,Central,Grocery, 195242.67,18%
  2024-06,CeNtRaL,Office,235971.45, 0.348 
2024-06,  central,PET, 179049.73,0.272
  2024-06  ,International,Electronics, 149660.50,null
2024-06,International,  Home  ,207810.49,
  2024-06 ,INTERNATIONAL,Fashion ,"234,503.35",0.15
 2024-06   ,  International,  Sports ,127518.11,0.211
  2024-06  ,international , beauty,232261.26,0.277
2024-06   ,International  ,GrOcErY,170094.43,0.215
2024-06,International,Office, 205762.05, 0.094 
2024-06,International  , Pet,USD 205016.60, 0.198 
 2024-07,North,Electronics, 76885.65, 0.174 
 2024-07  ,North,  Home,$117702.11,0.162
2024-07 , north,FASHION,152540.00,0.18
2024-07,NORTH,  sports,$58515.43,31%
 2024-07,North,BEAUTY,65945.03,0.157
2024-07 ,North,	Grocery,222157.68,0.253
2024-07,    North,Office   ,198817.97,0.23
2024-07  ,North,Pet,139201.26,20.2%
2024-07,South,electronics,null,NA
2024-07,South,Home,200442.92,28%
2024-07,South,Fashion,"68,663.86",NULL
2024-07,    SOUTH,Sports,USD 244354.94,0.089
2024-07 ,South,  beauty   ,51606.8,0.13
  2024-07,	South,GROCERY,107083.46,0.168
2024-07, South, ,78516.93,29.2%
 2024-07,SoUtH,  pet,USD 101920.68,0.148
2024-07 ,EaSt ,Electronics  ,203590.8,0.186
2024-07  ,East,Home,142654.14,0.156
2024-07,East,fashion,-,11.3%
2024-07,East,Sports,112442.33,32.6%
2024-07,EAST,BeAuTy,99510.17, 0.156 
 2024-07   ,EAST  ,Grocery,$236112.56,0.14
NULL,east,office,221462.44,0.163
2024-07   ,East,Pet ,$58721.20,27.0%
 2024-07  ,West,Electronics  ,59941.05,0.095
	2024-07   ,west,Home,93117.30 ,0.084
	2024-07,West,Fashion   ,unknown,0.191
2024-07,  WEST,  Sports,$108363.33,0.328
2024-07,WEST,Beauty  ,88218.21,0.322
2024-07 , West,Grocery , 199480.01,0.302
2024-07,West,Office,199544.49,0.087
  2024-07,West , Pet,229055.85, 
 2024-07,  ,  Electronics,113201.58 ,20%
 2024-07,Central, Home,158163.77,0.276
2024-07,Central,fashion,73914.98,0.126
2024-07,CENTRAL   ,  Sports,218761.17,0.14
	2024-07,  central,  Beauty,?,0.306
2024-07,Central ,GROCERY  ,$219411.20,0.276
2024-07 ,CeNtRaL  , Office,225331.79,29.1%
2024-07,Central,Pet, 51140.92,15.3%
2024-07,INTERNATIONAL,Electronics,42446.11 ,0.229
  2024-07,	INTERNATIONAL,Home,128796.82 ,0.11
 2024-07,international, Fashion,32020.36,0.135
2024-07,International   ,	  Sports,241158.80,0.284
2024-07,International,BEAUTY  , 157105.39,28.5%
2024-07, international   , Grocery,"34,874.16",0.082
2024-07,international,  Office, 147178.28,0.101
2024-07,International,Pet,50909.96,29%
 2024-08   ,North,	  Electronics,33046.36,0.229
2024-08,north, Home,136929.9,34.9%
2024-08  , North,Fashion,null, 0.275 
2024-08,North,Sports ,108629.95,0.214
2024-08  ,North, Beauty, 149566.05,17.8%
2024-08,NoRtH,Grocery,185025.63,30%
2024-08,North   ,  OFFICE,201744.9,0.207
2024-08   ,North,Pet,USD 212444.69,NULL
2024-08 ,South,  ELECTRONICS,233432.24, 0.148 
2024-08, South,Home,-,0.17
2024-08,SOUTH,Fashion ,69934.68,0.333
 2024-08,  south,	 sports,244428.35,0.283
  2024-08,South  ,Beauty,USD 204622.06,32%
2024-08,  South   ,Grocery ,"128,653.40",0.123
2024-08 ,South,Office,-244279.23 ,0.329
2024-08  ,SOUTH,PET,$88515.57,0.253
  2024-08,East  ,  Electronics ,"78,713.89",0.262
  2024-08   , East,Home,205109.82,
2024-08,East, Fashion,222003.01,12%
2024-08,East,sports,59597.03,0.289
2024-08, EAST,Beauty   ,94258.24, 0.295 
  2024-08, East,Grocery,87493.27,34%
2024-08,	East,Office, 66716.95,0.125
  2024-08,East, Pet,$177108.63,0.289
2024-08   ,West   ,ELECTRONICS ,149793.50 ,0.337
2024-08,  West, HoMe,53373.76,14.0%
  2024-08   ,West,FASHION ,"68,361.07", 0.249 
2024-08,west ,missing, 190081.13,0.116
2024-08,  WEST,BEAUTY ,40270.31,0.267
2024-08  ,west   ,grocery,$83689.68,0.118
2024-08,WEST,office,96952.47,0.214
2024-08,	WEST   ,Pet,89272.42,22.6%
  2024-08,CENTRAL  , Electronics,132871.03,0.093
2024-08,Central, Home  ,81706.06,0.342
2024-08,  Central,FaShIoN,-, 0.235 
	2024-08,Central   ,  Sports, 43325.29,0.189
2024-08, Central ,BEAUTY  ,175601.52,0.293
2024-08,central ,  Grocery   ,234116.45,0.332
2024-08, Central   ,office ,217052.22,0.146
2024-08, Central  ,Pet,73111.99, 0.194 
2024-08,International ,Electronics,"154,631.79",15.5%
2024-08,International,	Home ,154247.89 ,0.215
2024-08  , InTeRnAtIoNaL ,FASHION,135987.66,0.101
2024-08,International,Sports , 63413.68,0.087
2024-08,International  ,  Beauty,150338.22,NULL
2024-08,International,grocery  ,$247390.10,0.347
2024-08   ,International  ,OFFICE, 139731.33,0.231
2024-08,International,Pet,194175.55,0.204
2024-09  ,North,ELECTRONICS,224508.96,0.287
  2024-09  ,North  ,Home,153074.09,0.223
2024-09,  North,Fashion,$81831.93,13.3%
 2024-09  ,NORTH,Sports,222235.85,32.3%
2024-09,North,Beauty,$235607.56,0.247
2024-09,North   ,Grocery,"170,789.64", 0.345 
2024-09,North,Office,USD 105579.93,0.116
2024-09,North, Pet,USD 32905.96,0.22
2024-09,South, electronics,$121731.50,0.327
2024-09   ,South,home ,"231,846.15", 0.102 
2024-09,South,Fashion  ,172554.5,0.327
2024-09   ,  South  ,  SPORTS,USD 179702.03,0.212
2024-09   , South  ,beauty  ,147567.16,0.091
2024-09  ,South,Grocery,107106.27,0.083
2024-09,South,OFFICE,237088.55,34%
2024-09,  south,Pet  ,92947.23,24%
2024-09,  East,Electronics    ,99462.95,0.292
2024-09, East,	  Home,84717.21,0.324
 2024-09,EaSt,Fashion,69255.05,0.101
2024-09,East,sports,65030.85,0.142
2024-09,East,Beauty,71254.07,0.145
2024-09,East,  grocery,"120,728.10",23.0%
 2024-09,East,Office,105904.70 ,0.298
  2024-09,east,Pet,149187.29 ,0.252
 2024-09,West   ,ElEcTrOnIcS  ,$243029.06,0.296
2024-09,West,Home  ,227608.98,0.137
2024-09,WeSt,Fashion,118518.66,0.312
 2024-09,NULL,Sports,30095.2,0.085
 2024-09,West   ,BEAUTY,249729.77,26%
2024-09,WEST,GrOcErY,204750.8,0.224
2024-09,West,office,,0.098
  2024-09,  west,Pet,152063.26,0.195
2024-09 ,Central,Electronics   ,83364.45,0.116
2024-09, Central,HOME,199664.12,0.296
2024-09,central,Fashion , 49178.83,0.243
 2024-09,Central  ,	 Sports,N/A, 0.244 
 2024-09,Central  ,Beauty, 140461.58,32%
2024-09 ,  Central,Grocery , 115060.17,0.162
2024-09,central,Office,148568.24,0.17
 2024-09 ,Central,PET  ,43839.6,22.7%
2024-09   ,  InTeRnAtIoNaL,electronics,91472.21,0.289
2024-09,NULL, HOME,"154,930.18",0.278
2024-09 , international, Fashion,108400.58,29.0%
  2024-09   ,  International,Sports,224519.82,0.322
  2024-09,International, BEAUTY , 152574.13,0.121
 2024-09,  international,Grocery   ,122645.80 ,0.235
2024-09,International  ,Office,230001.9,0.302
2024-09,INTERNATIONAL,PeT,-217553.27,0.251
2024-10,North  , Electronics ,"207,826.75",21%
2024-10,North,HOME,USD 75766.12,0.234
2024-10   , North,Fashion,236661.57,null
2024-10    ,North,SPORTS , 111499.29,0.18
	2024-10  ,north   ,Beauty,50887.93,15%
2024-10,NORTH,Grocery,249211.3,0.323
2024-10,NoRtH,Office,48534.29,0.288
2024-10  ,North,PET,155843.66,0.118
2024-10   ,South   ,ELECTRONICS ,70740.43,14.5%
 2024-10,South,Home,67078.34 ,0.204
	2024-10,n/a,Fashion,59922.81, 0.096 
	  2024-10,South,sports      ,-146852.22,26%
2024-10  ,SoUtH   ,Beauty,103222.7, 0.322 
2024-10,South   ,Grocery, 119290.73,0.341
NA,South,office, 94464.16,30.5%
2024-10,  South,Pet,192022.76,29.4%
2024-10   ,EAST,Electronics,161401.35,0.152
2024-10,  EAST,	Home,141883.60 , 0.292 
2024-10   ,East,fashion  ,93213.55,0.338
	  2024-10   ,?, Sports,"181,015.96",0.122
2024-10   ,East,Beauty  ,$223049.59,0.114
2024-10,EaSt,Grocery,$194846.34,9.5%
2024-10,east  ,Office,$208395.24,0.177
 2024-10,east, pet,137515.65 , 0.265 
2024-10,West,Electronics   ,130312.09,10%
2024-10,West,	Home,111718.35,0.282
  2024-10,west, FASHION,$144582.21,
 2024-10   ,West,Sports,113979.15,0.265
2024-10 ,West,Beauty,$123916.41,31.4%
2024-10,West   ,  grocery  ,57003.73,0.282
2024-10, West,Office,"131,445.94",15%
2024-10,West,pet,USD 177899.30,17.9%
  ,CENTRAL,,237983.56, 0.294 
2024-10,central , Home,70446.17,0.113
2024-10  ,CENTRAL,Fashion,"193,753.81",0.167
2024-10,CeNtRaL,  Sports,127986.21,23.9%
2024-10 ,Central,Beauty,200273.96,0.08
 2024-10,central   ,  grocery  ,"149,904.58",missing
2024-10,central,Office ,"167,007.27",0.186
2024-10  ,  Central, Pet   ,199225.15,0.278
2024-10,INTERNATIONAL,Electronics,181304.5,0.337
2024-10,  INTERNATIONAL,home,"222,608.23",0.291
 2024-10,International,Fashion,196266.43,null
2024-10,International,Sports,140881.73,0.198
2024-10, International   ,BEAUTY,63748.77,15%
2024-10,International,Grocery,65519.23, 0.211 
2024-10,INTERNATIONAL,office ,246267.03 ,0.127
2024-10,international,PET,$106017.38,0.125
  2024-11 , NORTH,Electronics  ,"104,086.55",0.1
2024-11,	NoRtH,Home ,179955.84,0.231
2024-11,	NORTH,Fashion,None,0.128
  2024-11  ,North,Sports,179265.28,33%
2024-11,  North   ,Beauty,203027.2,14.3%
  2024-11,NoRtH,grocery,141003.23, 0.144 
2024-11,NORTH,Office,31957.82,34%
2024-11,  North, PET,USD 100685.17,0.327
  2024-11 ,SOUTH ,Electronics,129182.05,0.308
 2024-11,south,  Home,72263.05,33%
  2024-11,South,Fashion   ,157595.92,0.105
2024-11 ,South,sports,141144.3,0.086
2024-11,South,Beauty, 64439.54,unknown
2024-11  ,South,Grocery, 201719.19,0.272
  2024-11,  South,office,USD 175683.96,0.165
2024-11  ,	 SOUTH,PET,"102,943.51",0.175
2024-11 ,East   ,	Electronics   ,77318.5,32%
 , EAST,Home,227034.53,0.301
2024-11,	East,FaShIoN,"34,582.66",0.165
 2024-11,  East,Sports    ,127417.21,0.107
2024-11 ,East,beauty   ,212364.61,0.114
2024-11,East,  Grocery, 69347.68,0.259
2024-11   ,East,office,243775.32,0.22
  2024-11,east,Pet,95722.13 ,20%
2024-11,west ,ELECTRONICS,227100.15, 0.096 
2024-11   ,West      ,HoMe,133277.14 ,0.242
  2024-11   ,	  West,Fashion  ,USD 141377.08,0.096
2024-11,WeSt,  SPORTS,155336.01,0.316
2024-11,WeSt,Beauty,112725.21,0.34
2024-11,WeSt,GROCERY,208197.55,0.236
2024-11,West,office, 237886.26,0.112
2024-11,  West, Pet,$47228.54,0.157
  2024-11,Central,Electronics,USD 226672.42,0.259
  2024-11,Central,    home,184137.86, 0.285 
2024-11 ,	Central   , Fashion,ten,missing
2024-11   ,	  Central,SPORTS  ,233629.5,0.225
	2024-11  ,Central      ,  BEAUTY,-85914.06,0.172
2024-11   ,Central, Grocery,84351.22,0.282
  2024-11  ,central,Office,54209.51,n/a
2024-11,  Central, Pet,128533.94,0.245
2024-11,International,Electronics,85630.79, 0.213 
2024-11,	  International,  Home,121869.0,0.337
2024-11, International,Fashion  , 51063.79, 0.251 
  2024-11,International,SPORTS   ,$229498.30,0.335
 2024-11  ,International,BEAUTY,44466.1,0.157
 2024-11 ,International,  Grocery, 249729.85,18.3%
  2024-11,International, OfFiCe,152450.88,0.316
2024-11,	  International , PET,235923.73, 0.238 
2024-12,    North    ,  Electronics ,231510.60 ,0.301
 2024-12,North  ,  Home,USD 188731.26,0.148
2024-12,    north, FaShIoN,232308.63,17%
2024-12,North,  sports   ,237382.20 ,26%
 2024-12,North,BEAUTY,84107.44 ,17.5%
2024-12,north,Grocery,214450.29 ,0.164
  2024-12,North,Office,114641.85,18.5%
2024-12 ,NORTH,Pet ,USD 62323.03,0.249
2024-12,	South   ,electronics,$227037.57, 0.218 
2024-12, South,Home,"154,840.86",30%
2024-12,SOUTH,NA,USD 98646.37, 0.211 
2024-12  ,South,	Sports,"216,540.75",
2024-12   ,South,Beauty,212319.5,0.175
  2024-12,south,Grocery,105598.26,0.298
2024-12, south,OfFiCe  ,44511.4,0.177
2024-12 ,South,Pet   ,198058.26 ,0.32
2024-12,	East,  ElEcTrOnIcS,36634.91,0.331
2024-12,	East,Home ,63458.08,0.17
2024-12  ,east,  Fashion  ,"118,054.23",8.2%
  2024-12,	 East, Sports ,$185758.66,0.146
  2024-12,  East,Beauty,152517.57,0.119
  2024-12,east,Grocery,66989.77,34%
2024-12,EAST,Office, 66102.84,0.255
 2024-12, East,Pet ,USD 157202.49,0.096
2024-12,West, Electronics,204433.39,0.334
2024-12,West,Home,218616.31,0.082
2024-12,West ,	 Fashion,"249,690.04",30%
2024-12,West   ,Sports,error,0.159
 2024-12,WEST,Beauty,104488.25,17%
2024-12,west,	GROCERY, 36794.16,
2024-12 ,west  , Office  ,139473.99,0.203
2024-12,west,pet   ,169440.37,0.273
2024-12,Central,Electronics,177361.75,0.254
	2024-12,Central,  Home,49767.97 ,34%
 2024-12,CENTRAL   ,FASHION,96131.95,0.345
2024-12,  CeNtRaL,SPORTS,75002.02,0.327
  2024-12 ,CeNtRaL,Beauty,51262.49,0.195
2024-12,Central,Grocery,127470.59 ,13%
  2024-12,Central, Office,"145,570.37",0.331
	2024-12  ,Central  ,Pet,148820.17,0.332
2024-12,International,Electronics  ,167143.42,22%
2024-12,  International,  HoMe,164893.17 , 0.086 
  2024-12,  International,Fashion   ,USD 129553.89, 0.323 
  2024-12,  International,Sports,71610.98, 0.223 
2024-12, International,Beauty,USD 86086.37,33.3%
2024-12, International,Grocery   ,133649.91 ,NA
2024-12,International, Office,$149550.60,missing
 2024-12,International,Pet,"30,466.68",0.277
2025-01,North,ELECTRONICS ,USD 86407.37,0.303
2025-01,	 NORTH   ,Home, 215641.41,19.7%
 2025-01,NORTH,Fashion   ,75815.47,0.295
2025-01 ,North,SPORTS   ,USD 223680.08,0.208
2025-01, North,	  beauty  ,$78815.50,0.199
2025-01, NoRtH  ,GROCERY,183072.45,0.124
2025-01, North,OFFICE  ,"78,586.17",0.166
 2025-01,  North, pet, 157692.24,0.229
2025-01,South,Electronics   ,143837.18,0.08
2025-01, SoUtH,Home,$96024.07,13%
2025-01,South  ,fashion,79216.5,0.308
2025-01 ,south,SpOrTs,41684.6,12%
2025-01,South, Beauty,,32%
2025-01,South,Grocery,70409.66,20%
2025-01,south  ,Office,55586.23,18.3%
2025-01,south   ,Pet,232299.7,0.204
2025-01,east,ELECTRONICS   ,USD 141068.32,18.3%
2025-01,East,  Home ,n/a,0.229
  2025-01,East  ,Fashion,213244.01,N/A
2025-01,east,  Sports,153823.44 ,0.265
