dog_id,dog_name,breed,age_years,weight_kg,height_cm,color,vaccinated,neutered,owner_city,owner_age,owner_income,diet_type,daily_walk_minutes,barks_per_day,vet_visits_per_year,last_vet_visit,adoption_date,favorite_toy,training_level,sensor_metric_1,sensor_metric_2,sensor_metric_3,sensor_metric_4,sensor_metric_5,sensor_metric_6,sensor_metric_7,sensor_metric_8,sensor_metric_9,sensor_metric_10,sensor_metric_11,sensor_metric_12,sensor_metric_13,sensor_metric_14,sensor_metric_15,sensor_metric_16,sensor_metric_17,sensor_metric_18,sensor_metric_19,sensor_metric_20,sensor_metric_21,sensor_metric_22,sensor_metric_23,sensor_metric_24,sensor_metric_25,sensor_metric_26,sensor_metric_27,sensor_metric_28,sensor_metric_29,sensor_metric_30
4193,Daisy,nan,3.0,14.76,26.24,,No,nan,Sydney,66,20377,Mixed,26,192,3,13/08/2020,20/10/2017,nan,None,43.10487506138941,39.79621731308464,,60.88613140575549,,,46.84032667976608,63.11713089412635,43.55531035890113,73.43671277281956,51.624693079942205,,,51.89125964749133,,46.64469533106882,,57.64666679926745,50.4991018438619,48.039037114954986,7.06,49.83,82.12,nan,46.26,error,error,66.28,nan,missing
7457,Daisy,Boxer,21.0,unknown,,Golden,nan,No,Dubai,33,127959,Unknown,-16,41,-2,13/04/2017,2016-07-18,,Advanced,92.93685456531452,,60.29313793931817,,69.3702746804905,49.79980565872004,28.960924035615054,81.76824375188687,,37.667097512869546,68.39263959222943,45.981510118265774,48.19807039981807,64.40481479354007,28.842864840070547,71.49258615637345,97.15299802099707,,59.45227264172205,-5.34122310174925,,nan,,nan,,missing,,missing,,70.55
7179,Toby,Husky,16.0,,11.12,nan,Yes,nan,Sydney,44,90245,Raw,169,66,-2,10-11-2024,30/09/2017,None,unknown,57.51809511401694,40.37238131869479,46.96060010311879,47.678983637094916,46.69530112003516,68.92990831891117,47.227922498845714,49.38478613506019,70.42216441525062,62.263705894819374,40.017090391459654,26.685246139484008,,23.59756605866725,63.79436360459699,,43.060435653932316,21.42074792955271,12.687120122127801,43.19305954248488,error,49.83,missing,error,46.26,missing,40.42,error,error,error
7581,Rocky,Beagle,16.0,,38.58,Golden,No,Yes,New York,43,122506,Wet,170,200,13,,27/09/2017,Bone,None,56.777581400727954,71.77819511434151,56.98680021170976,13.788304642870912,64.41249087117195,36.415852806937494,19.50515838938761,,,46.37902491670449,57.66554020268083,74.27215398973277,27.061787216828282,61.36579668484693,,44.16984167994417,48.371286556068796,,65.90682969436001,,7.06,49.83,error,missing,missing,,40.42,missing,error,70.55
5174,,Unknown,19.0,45.45kg,unknown,Mixed,nan,nan,nan,85,56996,Mixed,124,285,10,03-06-2020,2021-06-30,Bone,Basic,47.27817279280716,64.35316007148467,59.70059219131514,,63.78222215815352,,46.26379224369325,,43.167338141640336,50.32029229883379,52.19785356115263,79.0247113533396,40.33129854626838,48.28257613947069,63.97150946937418,24.31142663425951,87.1963787685535,30.094637766783926,32.87221255818902,58.40325113907416,nan,49.83,missing,error,nan,,missing,error,missing,70.55
3468,Bailey,Boxer,14.0,,13.89,Black,Yes,No,Sydney,60,65365,Dry,-3,214,12,,not_a_date,None,nan,53.313065485431345,55.69786894926078,55.489293559664304,,56.29082304364369,68.62292524463408,,45.80707705836329,49.4325879962544,49.55704918370313,3.0589588690790137,43.86821287434812,79.69276461959532,94.54654901101514,24.765650208204505,58.372055113086574,60.824543783810775,19.31653221386305,51.56954723497705,21.29255775951696,7.06,,error,error,nan,missing,error,nan,missing,missing
7483,Buddy,Mixed,17.0,47.77kg,,Black,nan,nan,New York,59,75854,nan,124,53,2,2025-06-26,2025-07-18,None,unknown,21.12696658287745,-1.0304911921979851,,60.82883954432275,51.17662557574508,37.2860101676378,68.2518972920317,,63.99015829882188,27.412112870082595,,57.89662485944941,31.182398833520732,42.95135238039209,,,56.176428580474315,81.75152305347576,36.2836461145729,66.21259889732274,nan,49.83,,nan,nan,nan,40.42,nan,15.35,70.55
7573,Bear,Pug,11.0,22.35,12.01,Brown,Yes,nan,London,46,110089,nan,85,52,7,not_a_date,,Rope,unknown,57.11545789985468,47.8322121963246,,73.11724030896299,,82.87532557174168,31.758638416048356,19.96149753884225,37.88922423258323,78.33891889473065,7.696161378340911,44.04513636269086,,44.311316367770274,29.211859451595814,31.758133351945123,69.53451779977303,56.36831994133395,60.68682795656246,52.042189630008494,missing,error,82.12,missing,,missing,nan,66.28,missing,missing
3250,Lucy,Labrador,8.0,,32.88,White,nan,Yes,London,17,86126,Raw,196,119,5,21/05/2019,not_a_date,Ball,nan,51.95896466615064,27.575185904717706,78.47544720290978,55.98002569278127,36.009673100528396,50.99315993691867,71.7147554155779,82.8195138929915,,55.848504346101215,,,74.91253544645507,,61.15359525987465,69.87491821282458,64.89771151458707,50.79546109189323,,64.85654965813386,,,82.12,error,,60.19,missing,66.28,missing,missing
2979,Duke,Labrador,13.0,37.86,,White,No,No,Tokyo,64,108689,Dry,44,166,14,2016-03-24,2018-07-10,Frisbee,None,47.74757919856021,37.81235226207694,,39.3457083228719,60.95885931920891,33.19139062082338,,34.68798466207388,30.694525119294397,21.988006638253673,67.73709297370921,70.33220573701328,,77.35452621013641,49.97998432017095,50.678079813874255,44.09677080139181,,59.2078207384307,44.04215757861221,missing,,error,missing,,60.19,40.42,missing,,70.55
5026,Bella,Unknown,4.0,,9.37kg,Black,No,nan,nan,49,79394,Mixed,-5,217,-2,not_a_date,09-09-2022,Bone,nan,,68.87005038499042,41.36095428336967,,46.39741165995881,82.36750010102608,80.8275702130131,92.66359102477753,,46.57428131099821,42.328178638510906,55.11808824007955,90.69050525431238,61.06332050177688,29.06435685324984,58.777937506917624,,,87.11528130136585,89.43932418529786,7.06,missing,,nan,nan,error,error,error,nan,error
1303,Bear,Bulldog,4.0,31.21,,,Yes,nan,nan,81,61242,Mixed,7,19,10,2024-11-26,,None,unknown,48.91379505782354,65.95409927261619,45.892893727269936,43.31101222835224,88.85590498399168,23.75429785072505,58.445134740345075,22.971246319655943,55.045287480425664,35.36517497089699,27.409413668866065,51.55302905141486,61.38014041088741,,46.27708958466103,58.58597269884653,35.093221628853414,45.35210652423541,72.16955819860735,67.23990835388551,,49.83,missing,nan,error,error,,66.28,nan,error
4371,Buddy,Unknown,2.0,29.9kg,19.1,,Yes,No,Dubai,56,40681,Raw,79,105,7,08/08/2017,15/10/2018,Frisbee,Basic,76.86055937694357,38.358766465422924,72.03571271423314,68.3873502776274,,52.17143671915414,,61.9038170899216,53.16052668381039,,76.44392129157819,,,34.51280289971,74.549090312423,77.13572454651096,31.556624422603377,81.090987169729,27.593345086515807,26.168024374249107,error,missing,82.12,33.4,46.26,missing,40.42,nan,15.35,nan
2401,Max,Labrador,7.0,,20.81,Golden,No,No,London,50,122496,Mixed,54,many,3,,11/04/2022,,None,68.19486630665294,66.6232408787908,60.15660116298626,44.84762205594254,97.39684896814416,61.01688321389761,49.85145239365696,30.763730781223305,63.71818061371884,65.73814884898636,59.19524290237902,58.35074685933771,46.50851871341555,28.852367079563265,66.20353606336606,24.387235631524074,65.57978078918235,,48.407953758052805,60.58339560858026,7.06,49.83,82.12,,,,40.42,nan,error,nan
5133,Rocky,Labrador,12.0,32.72,unknown,Black,No,Yes,Lahore,20,45895,nan,103,138,nan,28/03/2022,2023-02-05,Frisbee,Basic,,39.7613679452938,,24.87538080788582,45.37943757560239,94.9305571646997,102.20779745222114,38.47792599349576,42.84402203431485,,81.33239649918804,43.77068534093047,,19.328866303581805,,,70.25073949616711,,39.385293487893385,52.95358762027162,missing,nan,error,missing,missing,60.19,nan,nan,error,error
3423,Toby,Golden Retriever,18.0,8.75,47.0,Black,nan,nan,London,82,53269,Wet,173,23,2,not_a_date,not_a_date,Ball,Advanced,50.427934722424325,,76.26939942671083,37.35480553001986,45.27491824463956,,72.85410996565635,40.53768416342749,51.690030536381045,44.95745568658404,52.14398156495042,38.12282545363993,,43.93081292050829,11.854125752483974,32.15478323470485,-1.1648397796118246,30.18489539137645,26.84843414198471,46.692921634645984,missing,,nan,33.4,46.26,60.19,40.42,,15.35,70.55
2922,nan,Pug,20.0,unknown,22.0,Mixed,Yes,nan,Paris,68,69310,Dry,30,121,8,2021-08-29,2024-07-23,None,None,35.82256704590682,,56.28300898931819,65.45755014016174,37.31358738333749,44.35955737129117,23.247937584566003,79.79139761973488,27.678401048024327,26.40775220854926,30.54652100692603,29.98945170044233,39.805784956250534,,41.6578047795698,50.58546431639055,32.74067481505064,51.03515741356199,77.89689806964122,35.52007875059901,7.06,error,,error,error,missing,nan,nan,,
6629,Charlie,Beagle,18.0,8.28,,Black,nan,No,London,73,23094,nan,129,247,6,,2021-06-20,Bone,nan,45.70227287457669,48.518337776166526,71.818153889781,52.480876136185174,25.41890300759666,20.35186154782832,,,,54.23110084050541,37.200655559055306,,27.34479447128479,60.91816793448602,40.45118721614486,63.355067830958454,56.05786741417467,51.50277686297117,78.5943341127604,47.965167529332426,nan,missing,missing,nan,error,missing,error,nan,,error
2741,Max,Bulldog,20.0,23.79,9.86,Golden,nan,No,Sydney,32,134301,Dry,-19,65,10,2017-12-07,23/11/2021,Rope,Basic,61.36065461876619,44.08683458230675,60.61514397673331,23.236876756753087,40.97756328616806,,23.191222080472013,43.74576348855984,,57.8410456739557,71.72208764335132,39.07947699260933,34.85172599889822,58.93700831197806,36.31570618348027,32.359649390656124,,79.4383647616434,50.27214362863649,37.507478091429014,nan,,nan,33.4,,,error,66.28,missing,error
2087,nan,Poodle,16.0,unknown,34.23,,nan,No,Paris,59,57187,nan,6,222,0,17/09/2018,2025-06-17,nan,Basic,,25.549617185799278,,43.396701207935116,54.3977074994132,42.53091053520442,48.48230784683517,44.619796224302085,,65.9852135383157,,62.31707002499733,43.81988873965881,50.55088422094829,51.66657441517577,20.029476681655236,74.8011858318867,104.63803463559576,,46.557452033551975,,nan,missing,,nan,nan,40.42,66.28,nan,missing
2491,Bella,German Shepherd,20.0,37.83,,Black,No,No,Berlin,16,68047,Wet,62,47,9,12/11/2019,08/07/2022,None,Advanced,44.52745568537786,78.16170023925905,43.70605624233743,79.53408316351323,54.798576811307726,69.60980225431953,,,,,,58.59142330766356,9.049391937879541,61.87029415266598,54.15038275066368,51.55623881265114,59.0825654883171,19.502650571026233,54.60230214226311,68.72428151351484,nan,error,nan,,,nan,error,missing,15.35,error
1753,Lucy,Pug,,40.05,19.84,nan,Yes,nan,Dubai,64,119996,nan,30,263,-2,28/09/2020,,Frisbee,Basic,20.389036773794253,50.27718675552836,76.28681757660182,69.8393151661497,48.83633233854342,,45.202174337901866,33.39170022055602,58.28754821225232,49.57884422404229,60.80085344501995,54.638423324025396,71.93693954814324,73.14476256344939,24.19028297156536,,33.168160463268556,58.34275599042932,45.821460378379385,9.886660042959164,nan,missing,nan,,46.26,,,nan,15.35,70.55
3522,Bear,Labrador,12.0,27.54,14.76,White,nan,Yes,Paris,86,54772,Mixed,-5,209,6,2018-11-09,02/09/2021,None,Basic,,45.45330480433525,48.16709848623432,80.03626556807299,62.785431123472364,48.5321402404358,19.66211355820622,,21.63435592134501,67.39557325201412,36.12288996456139,57.07026420356658,92.14419521344581,,66.69983372465455,,45.51192872515515,45.92203457224574,90.77417020954653,14.31422932869151,7.06,missing,error,missing,nan,nan,nan,,15.35,missing
2797,Bear,Mixed,17.0,,38.12kg,Mixed,Yes,nan,Paris,53,82362,Mixed,134,190,6,03-13-2020,not_a_date,Frisbee,nan,53.046870337104295,,46.99696713120727,81.3377865612422,,,93.1854776028324,43.235989163306314,46.184143256095716,72.28360167641117,77.18618317060593,40.33362481660634,54.850510846273316,70.51087590876696,91.47530076489292,60.19385112592042,26.695521723237064,60.67843569027116,63.11989872731306,52.299058084014426,,missing,missing,missing,,missing,,,error,
2291,Milo,Husky,17.0,33.63,8.09,,nan,No,Paris,33,88226,Raw,40,67,-2,2024-10-02,05-05-2017,nan,Intermediate,54.861627975095274,59.55008413046059,46.38589393438277,,63.78062406670186,34.91137534627108,41.00371926084158,60.786334780260404,80.69715236964831,73.70831837810593,29.59643562005809,61.09174359193993,42.41613176068065,94.05430719660188,10.365331140477878,45.706205232266555,60.35337641808015,,,,nan,missing,82.12,missing,nan,,missing,66.28,error,error
4225,Rocky,Unknown,19.0,49.28,6.32,White,No,No,Karachi,23,109981,Raw,155,71,0,11-23-2024,11-03-2019,nan,None,66.05578179002728,,77.58164512388642,,49.32149816959023,,67.8667692581358,40.354184312472135,31.465819859939117,52.494249493058255,26.953837200320084,60.148275340119056,,41.92414976257865,62.33034091352589,40.805347604936365,42.29632341704514,,46.48818162270352,60.03476933239742,missing,missing,82.12,,nan,,error,,15.35,70.55
3888,Bailey,Mixed,14.0,9.15,19.3,Brown,No,Yes,Karachi,32,74932,Wet,6,93,12,04-18-2024,2018-02-27,Frisbee,unknown,21.565713568884995,,74.16595723484187,44.74676876246891,80.1287224148453,66.15570912376917,,8.291552883910867,62.99179573186012,39.68117063073012,,44.519713831340745,59.48123200561833,59.88762828535613,77.43042288085906,11.244368249412624,,54.30481858936323,13.633060276459176,,error,error,error,33.4,,missing,40.42,nan,error,missing
6607,Charlie,Unknown,3.0,11.69,,Brown,Yes,No,New York,48,102506,Mixed,189,34,5,2024-09-11,not_a_date,nan,unknown,-8.968445548912804,14.020924106327115,63.59004850840415,54.76472435101376,1.6172581321522088,,33.32645853919222,42.02649844151948,68.10682415690762,23.132110443651147,29.342899799351958,,66.73622628418485,,77.93902915264006,51.64242159530949,39.879299339990915,42.40953443220531,59.99681560380469,50.129544938724194,7.06,error,missing,error,error,missing,missing,error,missing,70.55
6568,Toby,Labrador,12.0,35.07,46.71,White,Yes,nan,Dubai,76,22125,Mixed,4,2,14,2019-07-30,not_a_date,Ball,unknown,49.95844459380669,,61.083995129707574,68.76095766725014,58.62160943614148,30.84686995139327,40.734732152519726,46.59818225959134,,70.9790793804271,61.15681460596875,39.34380299015139,,70.77804771035447,91.68533606957772,,65.41612087650752,67.78397327435334,68.28329760973989,46.12372167615135,,nan,missing,,,missing,error,missing,,70.55
2036,Luna,Unknown,6.0,7.89kg,38.5,Golden,No,nan,Sydney,19,22188,Wet,112,278,1,2019-03-19,,Frisbee,unknown,58.196124254956416,67.69342092966849,51.91051924083297,43.71298205735157,43.214354977449865,47.33911095884477,,51.297622165078096,37.4519650143266,47.7645503705283,46.26771173930509,,48.10852131840188,42.352639132170154,73.56440205942121,33.90220301476965,63.54502055358414,75.85954450025432,,61.12704450976067,nan,49.83,nan,nan,,nan,nan,nan,error,nan
4962,Bailey,Pug,13.0,35.68kg,30.3,,No,No,New York,78,74860,Raw,149,277,8,10/12/2018,,None,Basic,39.46837687615157,,,,51.4141646185545,38.72971550563841,96.69754810183855,41.39580241753364,32.75042546935708,36.70405336103606,62.30936615539517,,95.1354894893038,26.832943380974612,43.342237933295,75.95176406950645,46.11862160351914,28.059546532331083,27.812149393301514,47.841106801586065,7.06,nan,nan,33.4,nan,nan,nan,missing,nan,error
5918,Buddy,Poodle,15.0,unknown,29.09,,Yes,No,New York,18,23838,Mixed,160,213,13,15/05/2017,not_a_date,,None,35.044495259486105,25.86231625375345,,45.89236464961014,-18.240958782029267,52.71954823795745,69.35917519350376,,89.29790471636873,39.02309865327752,43.50754817890876,,91.28600072290936,47.34393991113255,42.10087906868012,,67.82726783460673,65.11140624492695,49.16423615685702,62.372944192135435,nan,49.83,,error,missing,nan,nan,error,missing,70.55
5600,Charlie,Golden Retriever,6.0,,,White,Yes,nan,Karachi,77,87459,Dry,191,184,4,not_a_date,2025-05-17,Ball,Intermediate,73.91280774808695,74.84239576226943,,64.46733272859063,,,55.55441486130455,68.20569582227951,,34.9292260525812,,34.77336873493935,81.89467216922583,1.0128470112831849,41.12259333434159,23.79471345588297,29.871359751603286,50.271413195144916,64.25749283269889,84.80209071088075,missing,error,nan,33.4,error,missing,nan,nan,,missing
1096,Bella,Unknown,2.0,,unknown,Brown,No,No,London,,138987,Dry,21,241,11,,08-08-2020,Bone,None,,72.10377669580376,38.664917698999105,49.8773113828878,40.58089069652027,49.08355964762737,7.7868679769941025,68.76789219699123,,,51.35834202551346,22.86335089709025,,93.09454459520279,55.49131716769657,,59.16040673698335,30.6426599648534,,55.201321462761584,error,,error,error,error,60.19,40.42,,nan,
5164,nan,Beagle,,,11.13,Black,Yes,No,Toronto,49,98704,Wet,64,151,4,2018-12-05,12-27-2022,None,nan,,45.77502267253869,,32.154974933661045,50.07512519287917,90.85207583353574,31.127658498807847,,68.31970380205007,45.06447646569353,,79.67176531772239,,76.76765759017916,,69.0633483121135,47.78865226538886,25.471749202972497,,78.04823734437723,missing,nan,,error,missing,60.19,40.42,,,error
1965,,Pug,12.0,48.93,21.86,Black,Yes,No,Lahore,59,75108,Mixed,191,283,9,not_a_date,12/07/2019,,Advanced,76.97081971675283,68.65600630518307,,44.63252958665072,,80.84570187098373,47.39164647554936,,34.21921884763648,28.50684569432254,30.105309553389883,55.885893130716205,32.713285297645825,16.128800881320295,48.517451055993035,19.915159767633497,40.018166475423946,37.13489697949896,25.305143706522625,31.957124272303364,nan,error,error,,missing,,error,missing,nan,nan
5375,Max,Unknown,6.0,46.76,15.87,White,No,Yes,Karachi,82,121596,Dry,-17,200,13,,2020-03-19,Frisbee,Advanced,86.25290895639293,54.38411075175104,34.12369546597854,50.52559656200696,67.44784897716025,31.573444678465446,58.80010620537499,,71.79027885563099,56.78309456060427,40.270076284868615,22.50871436913155,59.18178155632867,,22.213894285876464,57.554750168205736,69.20363226059914,,,51.944136786516495,,49.83,error,,46.26,,error,66.28,,70.55
2618,Lucy,Golden Retriever,-1.0,22.55,47.25,,nan,No,Tokyo,55,30216,nan,169,226,1,2023-12-31,07/03/2023,Ball,Advanced,18.885659775130495,38.41120662583837,42.56617905068085,74.45702432843083,53.26705653316887,9.62575745137677,,29.355335284591682,,51.81383052538588,90.70392636234239,45.150294423209644,60.97386805332139,71.82106653800608,,,15.579681731988856,,41.69276438878805,77.80730611805228,error,49.83,,missing,missing,missing,nan,error,15.35,error
1375,Bailey,Bulldog,4.0,,22.2,Brown,No,nan,London,19,32900,Dry,139,14,2,2020-04-16,23/08/2017,nan,nan,94.8295695350491,45.45722733562982,45.852157775602144,,70.31899119714579,63.90094546541266,41.61387747541436,77.73187263921919,93.99483763035161,59.36082999302407,,,57.73527864958845,43.18350867729897,,14.075236510407024,57.51066213714189,48.313041801948295,50.16081960924279,47.49078393482486,,nan,82.12,,error,,nan,error,missing,missing
1572,Bailey,Bulldog,20.0,,,White,nan,Yes,Paris,unknown,149594,Wet,0,106,11,,2016-04-11,Rope,nan,,33.74280332691072,31.389312525949077,20.600667301421836,34.39814871565105,55.23678723096881,,,48.189688678672034,59.53883764558119,71.63085042154081,54.62130338806956,59.74344314548124,47.40549285581882,66.01974520691685,52.10994346088047,,70.12899913278626,47.87879966445914,76.5178936116036,,error,82.12,error,missing,nan,missing,66.28,nan,
1890,Cooper,Beagle,8.0,,,Golden,No,nan,Tokyo,nan,96841,Mixed,160,47,unknown,07-30-2017,,Frisbee,nan,79.8895637403353,74.26871706313179,60.28404465828938,63.854268344354075,,48.38981937838988,54.75102973234648,48.35236676286305,54.48973687627243,8.960611606790714,57.610317693150904,67.98446886952561,43.026702099715784,88.42463347875419,52.13561786505082,58.50064451853175,,,39.345471899464805,33.02063262239811,nan,49.83,nan,,nan,,nan,66.28,missing,70.55
3429,Lola,Bulldog,9.0,18.34,27.21kg,Mixed,nan,No,nan,78,111961,Mixed,147,216,1,not_a_date,20/06/2024,None,Intermediate,90.4235016923569,,40.398228690116554,16.742275456004386,,59.109826699874795,54.919789300187475,39.44512131536319,45.87916708210356,,77.17969943335174,46.20659338906858,28.92024872436781,52.11437071210657,53.86746544591427,,56.07152183508059,47.99727317274854,28.52554214086735,49.42575015557491,,nan,,nan,,nan,nan,error,,nan
7290,Buddy,Labrador,16.0,,,Brown,Yes,No,Karachi,38,125576,Mixed,59,259,-2,01-28-2025,not_a_date,None,None,53.26638804454104,68.35591934499753,54.80753426244783,48.214300409443055,49.24428780045181,,67.19881177001508,,75.03586835013391,63.588939191427926,,74.40727503541562,,,44.18718285967448,43.60891305068138,,56.174693100678866,39.28876524169108,72.0044013121707,missing,49.83,,nan,missing,60.19,40.42,66.28,,70.55
7152,Daisy,Bulldog,4.0,6.26kg,,nan,nan,nan,Berlin,62,126983,nan,48,263,10,27/03/2019,20/02/2018,nan,Advanced,-2.274224993447845,53.37075965793435,44.50387361311144,61.0589929884992,73.28359039083597,50.22817470771668,57.54838184262337,58.57351704109759,84.85053098417143,40.666732766780854,70.94056983226707,53.053860096524794,,,54.942020388118166,,,53.79211313713729,38.26163256327046,86.47923384251995,error,49.83,error,nan,nan,missing,,,missing,nan
5799,Lucy,Unknown,13.0,unknown,19.08,Golden,No,No,Karachi,70,135709,Dry,138,82,11,2019-05-29,03-16-2020,nan,unknown,46.22005084944543,44.53472085373151,42.69353703347517,,87.69502975609925,65.20266776095826,46.815590462592,,20.858024318556833,,72.59642669821754,56.355843186085266,47.65667307689005,,59.134969319136935,74.35527615093383,34.61984353344532,,41.61464053871794,61.00015446505702,missing,error,,33.4,error,missing,error,,missing,70.55
4910,Bear,Beagle,6.0,9.5,,Brown,Yes,nan,Lahore,23,127582,Wet,159,209,nan,not_a_date,not_a_date,Frisbee,Basic,22.28596055494495,,,,74.06621487768906,58.84979478038516,,57.76797806984109,,,45.717498054719016,38.091523258135766,49.38263262529106,35.85016357076248,33.62259950331098,,42.837304501496945,23.532892552516515,71.15980168492644,44.33735652267907,nan,nan,error,,missing,missing,nan,error,error,
6572,Rocky,Labrador,3.0,unknown,unknown,Brown,Yes,nan,Paris,17,47478,Dry,129,228,6,10/08/2016,01-31-2018,Ball,unknown,45.34971595956457,59.640810892569554,57.794275515791234,,29.485290459038463,,,,33.577532974238764,56.26458812327937,36.41500681126523,43.0274339522754,78.5713756222955,58.4488137472468,106.18984775234216,57.2606463119959,30.355049079250232,,,67.46472103797743,7.06,error,missing,33.4,,error,error,66.28,15.35,
3833,Milo,Boxer,17.0,,unknown,Brown,nan,Yes,Paris,73,48131,Raw,-8,162,4,2024-10-12,31/07/2024,Ball,Advanced,15.425012028017647,,41.90963542684374,,,,,69.36881031711557,,39.91010130002296,61.35798524376003,,24.653567942882496,,62.02581913423528,7.689672768913894,47.16997065307196,40.37635942356567,,26.811601800371193,missing,49.83,,missing,46.26,60.19,missing,,error,nan
5215,Bella,Mixed,4.0,45.28,42.76kg,nan,nan,Yes,Paris,79,98381,Dry,15,140,6,not_a_date,07-13-2020,nan,None,36.577538939582794,47.843880933826306,11.967524129170364,65.80042674136931,7.347995223231798,15.190259383904433,31.05469996570523,46.73038181384746,,,59.698406857668154,,15.704042556045366,29.568632723855735,48.502230576796705,61.23947910223347,48.50763819568213,44.38821925559126,,45.58008033488599,missing,error,missing,nan,46.26,,,nan,missing,error
5094,Milo,Mixed,12.0,unknown,24.47,,nan,Yes,Dubai,63,46620,Raw,190,290,-1,not_a_date,04-09-2017,Frisbee,unknown,31.973813593831032,70.6670079706916,,48.51427471813472,62.50876189349796,50.92015782093082,56.72992868278212,,59.62638128538895,28.439318702911805,,70.1919574125915,20.637994271360846,56.506381458381576,71.67293335783813,,46.29092126405542,,43.65299666253582,40.09911915823167,missing,nan,,error,46.26,missing,nan,error,error,error
7979,Bear,Husky,7.0,45.83,29.11,,No,nan,Dubai,17,131666,Mixed,41,30,nan,08-20-2019,not_a_date,,unknown,58.413144978990964,46.6846820017915,,53.760003891708706,74.6964078000234,,53.97343066653812,50.73742824102739,56.46295855975709,,65.30303027156816,46.804749010290436,69.42611661920199,45.35174074990521,58.95308382507477,37.29461154279926,22.673647650049308,51.47623198673221,72.23943984512456,56.119572364253756,nan,missing,error,nan,nan,error,nan,nan,,missing
4388,Duke,Poodle,-2.0,,18.51,nan,No,No,Lahore,74,122286,Wet,-5,51,-1,not_a_date,29/01/2024,Rope,unknown,,90.01690581949552,38.06667149264335,74.86633907419593,52.93148157178994,23.739078158659645,92.37917499500627,36.741962127602335,98.03699754085241,13.561655082650717,80.73581262634565,54.324361162589135,,,73.62567099465267,86.81322610451139,45.12307621718466,35.97818174575387,74.54303462378402,,nan,error,nan,,nan,missing,nan,,error,nan
7757,Bailey,Bulldog,-3.0,32.67,41.27,Black,No,No,Dubai,67,142671,Raw,44,267,5,,06-20-2025,Ball,Basic,38.47682190975597,28.83318735060986,,,52.60805511700644,87.36654915746446,62.595912526835505,95.43617653854494,42.187590744017754,,,,,76.39459307266252,39.95473634919338,,32.4947044483486,51.997912283189166,86.67369904357075,45.21280642863323,nan,missing,error,error,46.26,nan,error,missing,nan,70.55
5475,,German Shepherd,1.0,47.74,37.87,Brown,nan,No,Sydney,22,47100,Dry,86,239,12,12-04-2019,09-22-2020,Frisbee,Basic,,57.33345905218124,72.81352440153702,63.94524847532831,55.72878433258601,39.6649502416122,19.259425864197045,66.83985447969263,52.818340088843186,58.11601851224947,34.59871649833308,87.57866411622474,61.5323444922722,42.903528460231875,50.25690893087995,,60.335432444647395,,72.09754573300242,79.12481403336524,nan,,missing,missing,,,missing,missing,missing,70.55
4372,Bailey,Bulldog,7.0,21.31,,Brown,No,Yes,Karachi,81,72297,Raw,153,138,nan,08/11/2017,2023-10-08,Rope,Basic,,67.20106199768998,49.61784578364779,62.71851382639922,69.9354149965152,,65.29928080574588,60.11461710532913,50.2209212435544,54.755267717031366,55.858778243209244,38.143301184631284,52.65645546473739,66.35167601379635,82.58784540104993,55.79833364537256,,,39.81716844281208,,nan,nan,error,missing,error,nan,missing,,error,nan
2460,,Unknown,11.0,28.19,48.38,Black,No,Yes,Paris,60,29661,Wet,79,90,8,,not_a_date,Bone,Basic,,,64.04858950950249,59.407577839339694,,70.96523939579029,59.1174206962439,33.41195732254505,50.490896958678995,56.44193550678382,21.175595589988696,49.37340435225134,,33.04982281630291,46.45260990724312,58.67468861278621,30.59341085779717,69.17492706218084,,35.564676416827226,error,nan,,,missing,nan,error,missing,error,nan
2524,Bella,Golden Retriever,-1.0,13.47,7.75,,No,nan,nan,50,130960,Raw,92,97,2,25/07/2018,2020-12-09,None,Advanced,55.38578403825914,62.4426470026227,72.7814791258123,53.032454395445896,20.433517612030844,58.0855001430105,48.39118424788904,61.27745653315961,38.23600963574791,1.2990147648124477,37.43168346189904,50.88532814390327,60.15291976093589,-5.894534039029253,54.26749818737117,56.277039547709634,82.89237518369998,54.12761653655322,8.564420552235596,19.40446367221178,error,missing,82.12,missing,,missing,,,,
5420,Bella,nan,8.0,unknown,32.93,White,Yes,Yes,Tokyo,54,115637,Dry,0,282,-2,09/06/2023,06-22-2019,Rope,None,39.55589776142625,43.937954699047765,39.73191090001165,71.07129187793396,,,51.465040710439226,48.99630602889236,53.72399292694412,15.845302267393905,48.240473723771906,49.35914966869464,,26.3198334605826,22.22726676760919,65.71091895479694,,,40.420928787284936,62.86427227807691,7.06,missing,,nan,46.26,60.19,nan,missing,error,70.55
4914,Charlie,German Shepherd,8.0,26.13,20.48,Black,Yes,Yes,nan,75,129486,Wet,175,126,5,05/03/2022,02-08-2017,None,Intermediate,,48.66280571629296,56.25048777001348,32.555702517510284,6.604490160074043,72.58318589191445,36.64463681559553,,40.044959218696405,47.0501385919083,60.01931884666181,26.447881654098687,64.76830669259387,83.54502448565569,10.261323404505283,60.25469668540872,44.293738576681115,,,,7.06,nan,missing,error,nan,,40.42,nan,15.35,error
